Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Comercial,Renault,Master,Furgão,2.3-16V,Combustão,M-6,S,E -H,D,110,30,ND,A,\,200,\,\,\,10.1,9.8,\,\,2.70,\,B,D,-
Comercial,Renault,Kangoo,MAX ZE,Elétrico,Elétrico,A,S,E-H,E,ND,ND,ND,A,\,\,\,\,\,\,\,34.5,26.1,0.67,148,A,A,-
Comercial,Renault,E-KWID,CARGO,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,52.7,39.6,0.44,186,A,A,-
Picape Compacta,CHEVROLET,MONTANA,T AT LTZ,1.2T - 12 V,Combustão,A-6,S,E,F,44,324,4,B,0,111,\,7.7,9.3,11.1,13.3,\,\,1.81,\,B,C,-
Picape Compacta,CHEVROLET,MONTANA,T AT PR,1.2T - 12 V,Combustão,A-6,S,E,F,44,324,4,B,0,111,\,7.7,9.3,11.1,13.3,\,\,1.81,\,B,C,-
Picape Compacta,CHEVROLET,MONTANA,T,1.2T - 12 V,Combustão,M-6,S,E,F,43,352,4,B,0,105,\,8.3,9.6,12.0,13.6,\,\,1.70,\,A,B,SIM
Picape Compacta,CHEVROLET,MONTANA,T LT,1.2T - 12 V,Combustão,M-6,S,E,F,43,352,4,B,0,105,\,8.3,9.6,12.0,13.6,\,\,1.70,\,A,B,SIM
Picape Compacta,FIAT,STRADA,RANCH AT (MY23),1.3-8V,Combustão,CVT-7,S,E,F,37,221,2,A,0,104,\,8.8,9.8,12.5,13.3,\,\,1.64,\,A,B,SIM
Picape Compacta,FIAT,STRADA,VOLCANO AT (MY23),1.3-8V,Combustão,CVT-7,S,E,F,37,221,2,A,0,104,\,8.8,9.8,12.5,13.3,\,\,1.64,\,A,B,SIM
Picape Compacta,FIAT,STRADA,FREEDOM CS (MY23),1.3-8V,Combustão,M-5,S,E,F,36,280,2,A,0,97,\,8.9,10.4,12.9,14.7,\,\,1.57,\,A,B,SIM
Picape Compacta,FIAT,STRADA,ENDURANCE CD,1.4-8V,Combustão,M-5,S,H,F,39,378,2,A,0,107,\,8.4,9.2,11.9,13.3,\,\,1.72,\,A,B,SIM
Picape Compacta,FIAT,STRADA,ENDURANCE CS,1.4-8V,Combustão,M-5,S,H,F,39,378,2,A,0,107,\,8.4,9.2,11.9,13.3,\,\,1.72,\,A,B,SIM
Picape Compacta,FIAT,STRADA,FREEDOM CD13 (CY23),1.3-8V,Combustão,M-5,S,E,F,36,140,4,A,0,100,\,8.9,10.0,12.5,14.3,\,\,1.61,\,A,B,SIM
Picape Compacta,FIAT,STRADA,VOLCANO CD13  (CY23),1.3-8V,Combustão,M-5,S,E,F,36,140,4,A,0,100,\,8.9,10.0,12.5,14.3,\,\,1.61,\,A,B,SIM
Picape Compacta,Renault,Oroch,Intense,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,7.4,7.8,10.5,11.0,\,\,2.01,\,E,C,-
Picape Compacta,Renault,Oroch,Iconic,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,7.4,7.8,10.5,11.0,\,\,2.01,\,E,C,-
Picape Compacta,Renault,Oroch,Outsider,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,7.4,7.8,10.5,11.0,\,\,2.01,\,E,C,-
Picape Compacta,Renault,Oroch,Intense16M,1.6 - 16V,Combustão,M-6,S,E-H,F,55,387,4,C,0,118,\,7.4,8.0,11.3,11.6,\,\,1.93,\,D,C,-
Picape Compacta,Renault,Oroch,PRO 16,1.6 - 16V,Combustão,M-6,S,E-H,F,55,387,4,C,0,118,\,7.4,8.0,11.3,11.6,\,\,1.93,\,D,C,-
Picape Compacta,VW,SAVEIRO,TRENDLINE SC,1.6-16V,Combustão,M - 5,S,H,F,35,152,3,B,0,110,\,8.1,9.0,11.7,12.8,\,\,1.77,\,B,C,-
Picape Compacta,VW,SAVEIRO,ROBUST SC,1.6-16V,Combustão,M - 5,S,H,F,35,152,3,B,0,110,\,8.1,9.0,11.7,12.8,\,\,1.77,\,B,C,-
Picape Compacta,VW,SAVEIRO,CROSS CD,1.6-16V,Combustão,M - 5,S,H,F,38,172,3,B,0,113,\,7.9,8.8,11.4,12.5,\,\,1.82,\,B,C,-
Picape Compacta,VW,SAVEIRO,ROBUST CD,1.6-16V,Combustão,M - 5,S,H,F,38,172,3,B,0,113,\,7.9,8.8,11.4,12.5,\,\,1.82,\,B,C,-
Picape,CHEVROLET,S10,HC DD4A,2.8 - 16V,Combustão,A-6,S,E,D,297,27,0,B,\,219,\,\,\,8.4,10.4,\,\,2.96,\,D,D,-
Picape,CHEVROLET,S10,LT DD4A,2.8 - 16V,Combustão,A-6,S,E,D,275,27,0,B,\,211,\,\,\,8.6,10.9,\,\,2.86,\,C,D,-
Picape,CHEVROLET,S10,LTZ DD4A,2.8 - 16V,Combustão,A-6,S,E,D,275,27,0,B,\,211,\,\,\,8.6,10.9,\,\,2.86,\,C,D,-
Picape,CHEVROLET,S10,LS DD4,2.8 - 16V,Combustão,M-6,S,E,D,284,71,0,B,\,202,\,\,\,9.3,10.8,\,\,2.73,\,C,D,-
Picape,CHEVROLET,S10,LT DD4,2.8 - 16V,Combustão,M-6,S,E,D,284,71,0,B,\,202,\,\,\,9.3,10.8,\,\,2.73,\,C,D,-
Picape,CHEVROLET,S10,LS DS4,2.8 - 16V,Combustão,M-6,S,E,D,261,59,0,B,\,202,\,\,\,9.4,10.6,\,\,2.73,\,C,D,-
Picape,CHEVROLET,S10,LS DS4C,2.8 - 16V,Combustão,M-6,S,E,D,261,59,0,B,\,202,\,\,\,9.4,10.6,\,\,2.73,\,C,D,-
Picape,CHEVROLET,S10,Z71,2.8 - 16V,Combustão,A-6,S,E,D,283,28,0,B,\,224,\,\,\,8.3,10.0,\,\,3.01,\,D,D,-
Picape,FIAT,TORO,RANCH AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,101,13,0,A,\,173,\,\,\,10.5,13.0,\,\,2.33,\,A,C,-
Picape,FIAT,TORO,VOLCANO AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,101,13,0,A,\,173,\,\,\,10.5,13.0,\,\,2.33,\,A,C,-
Picape,FIAT,TORO,ULTRA AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,62,15,0,A,\,181,\,\,\,10.1,12.4,\,\,2.44,\,B,D,-
Picape,FIAT,TORO,FREEDOM AT9 4X4,2.0 T,Combustão,A-9,S,E,D,62,15,0,A,\,181,\,\,\,10.1,12.4,\,\,2.44,\,B,D,-
Picape,FIAT,TORO,VOLCANO TURBO (CY23),1.3 16V T,Combustão,A-6,S,E,F,48,204,4,B,0,132,\,6.6,8.0,9.5,11.2,\,\,2.13,\,A,C,-
Picape,FIAT,TORO,"FREEDOM TURBO (OPT 31S)
(CY23)",1.3 16V T,Combustão,A-6,S,E,F,46,197,4,B,0,133,\,6.6,7.9,9.5,11.2,\,\,2.15,\,A,C,-
Picape,FIAT,TORO,FREEDOM TURBO (CY23),1.3 16V T,Combustão,A-6,S,E,F,46,197,4,B,0,133,\,6.6,7.9,9.5,11.2,\,\,2.15,\,A,C,-
Picape,FORD,Maverick,XLT,2.0 GTDi,Combustão,A-8,S,E,G,26,367,1,B,\,139,\,\,\,8.8,11.1,\,\,2.26,\,A,C,-
Picape,FORD,Maverick,Lariat FX4,2.0 GTDi,Combustão,A-8,S,E,G,26,367,1,B,\,139,\,\,\,8.8,11.1,\,\,2.26,\,A,C,-
Picape,FORD,Ranger 4x4 CS / CD,XL,2.2 - 16V,Combustão,M-6,S,E,D,116,97,ND,A,\,187,\,\,\,10.4,10.7,\,\,2.55,\,B,D,-
Picape,FORD,Ranger 4x2,XLS,2.2 - 16V,Combustão,A-6,S,E,D,159,33,ND,B,\,199,\,\,\,9.5,10.7,\,\,2.71,\,C,D,-
Picape,FORD,Ranger 4x2,XLS Black,2.2 - 16V,Combustão,A-6,S,E,D,159,33,ND,B,\,199,\,\,\,9.5,10.7,\,\,2.71,\,C,D,-
Picape,FORD,Ranger 4x4,XLS,2.2 - 16V,Combustão,A-6,S,E,D,238,40,ND,B,\,208,\,\,\,9.1,10.2,\,\,2.82,\,C,D,-
Picape,FORD,Ranger 4x4,XL,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,XLS,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,XLT,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,FX4,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,STORM,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,LTD,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,JAC,IEV330P,IEV330P,ELÉTRICO,Elétrico,A-1,S,E-H,E,ND,ND,ND,A,\,\,\,\,\,\,\,29.2,25.1,0.75,226,A,A,-
Picape,JEEP,GLADIATOR,RUBICON,3.6-24V,Combustão,A-8,S,E-H,G,22,209,1,A,\,200,\,\,\,6.5,7.4,\,\,3.24,\,E,D,-
Picape,Mitsubishi,L200 Triton Outdoor,GLX,2.4-16V,Combustão,M-6,S,H,D,213,21,ND,B,\,177,\,\,\,10.5,12.5,\,\,2.36,\,A,C,-
Picape,Mitsubishi,L200 Triton Outdoor,GLS,2.4-16V,Combustão,A-5,S,H,D,189,12,ND,B,\,195,\,\,\,9.8,11.1,\,\,2.61,\,B,D,-
Picape,Mitsubishi,L200 Triton,GL,2.4-16V,Combustão,M-6,S,H,D,213,21,ND,B,\,177,\,\,\,10.5,12.5,\,\,2.36,\,A,C,-
Picape,Mitsubishi,L200 Triton,GLS,2.4-16V,Combustão,A-5,S,H,D,189,12,ND,B,\,195,\,\,\,9.8,11.1,\,\,2.61,\,B,D,-
Picape,Mitsubishi,L200 Triton,SAVANA,2.4-16V,Combustão,A-5,S,H,D,189,12,ND,B,\,195,\,\,\,9.8,11.1,\,\,2.61,\,B,D,-
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,M-6,S,H,D,214,18,ND,B,\,188,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-
Picape,Mitsubishi,L200 Triton Sport,GLX,2.4-16V,Combustão,M-6,S,H,D,214,18,ND,B,\,188,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-
Picape,Mitsubishi,L200 Triton Sport,GL,2.4-16V,Combustão,M-6,S,H,D,214,18,ND,B,\,188,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,A-6,S,H,D,156,20,ND,A,\,206,\,\,\,9.3,10.3,\,\,2.78,\,C,D,-
Picape,Mitsubishi,L200 Triton Sport,HPE,2.4-16V,Combustão,A-6,S,H,D,156,20,ND,A,\,206,\,\,\,9.3,10.3,\,\,2.78,\,C,D,-
Picape,Mitsubishi,L200 Triton Sport,HPE-S,2.4-16V,Combustão,A-6,S,H,D,156,20,ND,A,\,206,\,\,\,9.3,10.3,\,\,2.78,\,C,D,-
Picape,Nissan,Frontier,S,2.3-16V,Combustão,M-6,S,H,D,102,80,ND,A,\,200,\,\,\,9.5,10.9,\,\,2.68,\,C,D,-
Picape,Nissan,Frontier,ATK,2.3-16V,Combustão,A-7,S,H,D,116,25,ND,A,\,203,\,\,\,9.1,11.0,\,\,2.74,\,C,D,-
Picape,Nissan,Frontier,PRO4X,2.3-16V,Combustão,A-7,S,H,D,116,25,ND,A,\,203,\,\,\,9.1,11.0,\,\,2.74,\,C,D,-
Picape,Nissan,Frontier,SE,2.3-16V,Combustão,A-7,S,H,D,116,25,ND,A,\,203,\,\,\,9.1,11.0,\,\,2.74,\,C,D,-
Picape,Nissan,Frontier,PLT,2.3-16V,Combustão,A-7,S,H,D,120,25,ND,A,\,203,\,\,\,9.1,11.0,\,\,2.74,\,C,D,-
Picape,Nissan,Frontier,XE,2.3-16V,Combustão,A-7,S,H,D,120,25,ND,A,\,203,\,\,\,9.1,11.0,\,\,2.74,\,C,D,-
Picape,RAM,1500,REBEL HEMI CC,5.7-16V,Combustão,A-8,S,E-H,G,30,291,3,A,\,235,\,\,\,5.4,6.8,\,\,3.81,\,E,E,-
Picape,RAM,CLASSIC,LARAMIE,5.7-16V,Combustão,A-8,S,E,G,47,409,1,B,\,244,\,\,\,5.2,6.4,\,\,3.96,\,E,E,-
Picape,RAM,CLASSIC,RT,5.7-16V,Combustão,A-8,S,E,G,47,409,1,B,\,244,\,\,\,5.2,6.4,\,\,3.96,\,E,E,-
Picape,TOYOTA,HILUX DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,10.1,11.3,\,\,2.54,\,B,D,-
Picape,TOYOTA,HILUX DIESEL 4X4,SRV,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,10.1,11.3,\,\,2.54,\,B,D,-
Picape,TOYOTA,HILUX DIESEL 4X4,SR,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,10.1,11.3,\,\,2.54,\,B,D,-
Picape,TOYOTA,HILUX DIESEL 4X4,SC,2.8-16V,Combustão,M-6,S,H,D,240,40,ND,B,\,182,\,\,\,10.4,11.6,\,\,2.46,\,B,D,-
Picape,TOYOTA,HILUX DIESEL 4X4,CC,2.8-16V,Combustão,M-6,S,H,D,240,40,ND,B,\,182,\,\,\,10.4,11.6,\,\,2.46,\,B,D,-
Picape,TOYOTA,HILUX DIESEL 4X4,POWER PACK,2.8-16V,Combustão,M-6,S,H,D,240,32,ND,B,\,181,\,\,\,10.3,11.8,\,\,2.46,\,B,D,-
Picape,TOYOTA,HILUX DIESEL 4X4,Conquest,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,10.1,11.3,\,\,2.54,\,B,D,-
Picape,TOYOTA,HILUX DIESEL 4X4,GRS,2.8-16V,Combustão,A-6,S,H,D,154,15,ND,A,\,193,\,\,\,9.8,11.1,\,\,2.61,\,B,D,-
Picape,TOYOTA,HILUX DIESEL 4X4,SRX Limited,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,10.1,11.3,\,\,2.54,\,B,D,-
Picape,VW,AMAROK,V6 EXTREME CD,3.0-24V,Combustão,A - 8,S,H,D,266,44,ND,B,\,216,\,\,\,9.0,9.7,\,\,2.92,\,D,D,-
Picape,VW,AMAROK,V6 COMFORTLINE CD,3.0-24V,Combustão,A - 8,S,H,D,266,44,ND,B,\,216,\,\,\,9.0,9.7,\,\,2.92,\,D,D,-
Picape,VW,AMAROK,V6 HIGHLINE CD,3.0-24V,Combustão,A - 8,S,H,D,266,44,ND,B,\,216,\,\,\,9.0,9.7,\,\,2.92,\,D,D,-
Esportivo,BMW,M3,Competition,3.0 - 24V,Combustão,A-8,S,E,G,16,73,0,A,\,170,\,\,\,7.3,9.4,\,\,2.76,\,C,D,-
Esportivo,BMW,M2,Coupe,3.0 - 24V,Combustão,A-8,S,E,G,14,77,0,A,\,168,\,\,\,7.5,9.2,\,\,2.72,\,C,D,-
Esportivo,BMW,M2,Coupe Track,3.0 - 24V,Combustão,A-8,S,E,G,14,77,0,A,\,168,\,\,\,7.5,9.2,\,\,2.72,\,C,D,-
Esportivo,CHEVROLET,CAMARO,2SS CONV,6.2L - 16V,Combustão,A-10,S,E,G,44,562,1,B,\,195,\,\,\,6.1,9.0,\,\,3.15,\,D,D,-
Esportivo,CHEVROLET,CAMARO,2SS,6.2L - 16V,Combustão,A-10,S,E,G,43,424,1,B,\,191,\,\,\,6.2,9.4,\,\,3.09,\,D,D,-
Esportivo,FERRARI,ROMA,--,3.9-32V,Combustão,DCT-8,S,E,G,19,93,2,A,\,186,\,\,\,6.9,8.3,\,\,3.00,\,D,D,-
Esportivo,FERRARI,PORTOFINO,M,3.9-32V,Combustão,DCT-8,S,E,G,17,197,0,A,\,188,\,\,\,6.7,8.4,\,\,3.04,\,D,D,-
Esportivo,FERRARI,F8,SPIDER,3.9-32V,Combustão,DCT-7,S,E,G,40,186,0,A,\,224,\,\,\,5.6,7.0,\,\,3.68,\,E,E,-
Esportivo,FERRARI,F8,TRIBUTO,3.9-32V,Combustão,DCT-7,S,E,G,40,186,0,A,\,224,\,\,\,5.6,7.0,\,\,3.68,\,E,E,-
Esportivo,FERRARI,296,GTB,3.0-24V,Plug-in,DCT-8,S,E,G,18,444,1,A,\,149,0,\,\,6.3,8.4,8.9,11.9,2.02,10,B,C,-
Esportivo,FORD,Mustang,Mach 1,5.0 - 32V,Combustão,A-10,S,E,G,34,745,1,B,\,197,\,\,\,6.1,8.8,\,\,3.19,\,D,D,-
Esportivo,JAGUAR,F-TYPE,300RD CP,2.0-16V,Combustão,A-8,S,E,G,8,188,1,A,\,173,\,\,\,7.5,9.7,\,\,2.68,\,C,D,-
Esportivo,JAGUAR,F-TYPE,300RD CB,2.0-16V,Combustão,A-8,S,E,G,8,188,1,A,\,173,\,\,\,7.5,9.7,\,\,2.68,\,C,D,-
Esportivo,LAMBORGHINI,HURACAN,EVO SP,5.2-40V,Combustão,DCT-7,S,E,G,5,510,2,B,\,244,\,\,\,5.1,6.8,\,\,3.96,\,E,E,-
Esportivo,LAMBORGHINI,HURACAN,EVO CP,5.2-40V,Combustão,DCT-7,S,E,G,5,510,2,B,\,244,\,\,\,5.1,6.8,\,\,3.96,\,E,E,-
Esportivo,MCLAREN,ARTURA,----,3.0-24V,Plug-in,DCT-8,S,E,G,14,292,1,A,\,109,0,\,\,6.6,8.3,11.3,15.4,1.58,20,A,B,SIM
Esportivo,PORSCHE,BOXSTER,GTS4.0,4.0-24V,Combustão,DCT-7,S,E,G,18,67,1,A,\,175,\,\,\,7.1,8.9,\,\,2.84,\,C,D,-
Esportivo,PORSCHE,BOXSTER,25 Anos,4.0-24V,Combustão,DCT-7,S,E,G,18,67,1,A,\,175,\,\,\,7.1,8.9,\,\,2.84,\,C,D,-
Esportivo,PORSCHE,BOXSTER,SPYDER,4.0-24V,Combustão,DCT-7,S,E,G,27,35,1,A,\,186,\,\,\,6.8,8.4,\,\,3.01,\,D,D,-
Esportivo,PORSCHE,BOXSTER,--,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,7.9,10.0,\,\,2.55,\,C,D,-
Esportivo,PORSCHE,BOXSTER,T,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,7.9,10.0,\,\,2.55,\,C,D,-
Esportivo,PORSCHE,BOXSTER,Style,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,7.9,10.0,\,\,2.55,\,C,D,-
Esportivo,PORSCHE,CAYMAN,GTS 4.0,4.0-24V,Combustão,DCT-7,S,E,G,18,67,1,A,\,175,\,\,\,7.1,8.9,\,\,2.84,\,C,D,-
Esportivo,PORSCHE,CAYMAN,GT4,4.0-24V,Combustão,DCT-7,S,E,G,27,35,1,A,\,186,\,\,\,6.8,8.4,\,\,3.01,\,D,D,-
Esportivo,PORSCHE,CAYMAN,--,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,7.9,10.0,\,\,2.55,\,C,D,-
Esportivo,PORSCHE,CAYMAN,T,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,7.9,10.0,\,\,2.55,\,C,D,-
Esportivo,PORSCHE,CAYMAN,Style,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,7.9,10.0,\,\,2.55,\,C,D,-
Esportivo,PORSCHE,CAYMAN,GT4 RS,4.0-24V,Combustão,DCT-7,S,E,G,26,108,1,A,\,224,\,\,\,5.6,7.1,\,\,3.62,\,E,E,-
Esportivo,PORSCHE,911,TURBO S,3.7-24V,Combustão,DCT-8,S,E,G,22,168,1,A,\,218,\,\,\,5.7,7.5,\,\,3.54,\,E,E,-
Esportivo,PORSCHE,911,TURBO S CA,3.7-24V,Combustão,DCT-8,S,E,G,22,168,1,A,\,218,\,\,\,5.7,7.5,\,\,3.54,\,E,E,-
Esportivo,PORSCHE,911,TURBO,3.7-24V,Combustão,DCT-8,S,E,G,25,129,1,A,\,203,\,\,\,6.1,7.9,\,\,3.29,\,D,E,-
Esportivo,PORSCHE,911,TURBO CAB,3.7-24V,Combustão,DCT-8,S,E,G,25,129,1,A,\,203,\,\,\,6.1,7.9,\,\,3.29,\,D,E,-
Esportivo,PORSCHE,911,CARRERA S,3.0-24V,Combustão,DCT-8,S,E,G,3,89,1,A,\,173,\,\,\,7.3,8.9,\,\,2.81,\,C,D,-
Esportivo,PORSCHE,911,CARRERA SC,3.0-24V,Combustão,DCT-8,S,E,G,3,89,1,A,\,173,\,\,\,7.3,8.9,\,\,2.81,\,C,D,-
Esportivo,PORSCHE,911,CARRERA GTS,3.0-24V,Combustão,DCT-8,S,E,G,3,61,1,A,\,184,\,\,\,6.8,8.6,\,\,2.98,\,D,D,-
Esportivo,PORSCHE,911,CARRERA GTS CA,3.0-24V,Combustão,DCT-8,S,E,G,3,71,1,A,\,181,\,\,\,6.9,8.7,\,\,2.94,\,D,D,-
Esportivo,PORSCHE,911,TARGA 4GTS,3.0-24V,Combustão,DCT-8,S,E,G,3,71,1,A,\,181,\,\,\,6.9,8.7,\,\,2.94,\,D,D,-
Esportivo,PORSCHE,911,TARGA 50Y,3.0-24V,Combustão,DCT-8,S,E,G,3,71,1,A,\,181,\,\,\,6.9,8.7,\,\,2.94,\,D,D,-
Esportivo,PORSCHE,911,CARRERA,3.0-24V,Combustão,DCT-8,S,E,G,26,96,3,A,\,171,\,\,\,7.0,9.9,\,\,2.77,\,C,D,-
Esportivo,PORSCHE,911,CARRERA C,3.0-24V,Combustão,DCT-8,S,E,G,26,96,3,A,\,171,\,\,\,7.0,9.9,\,\,2.77,\,C,D,-
Esportivo,PORSCHE,911,CARRERA T,3.0-24V,Combustão,DCT-8,S,E,G,26,96,3,A,\,171,\,\,\,7.0,9.9,\,\,2.77,\,C,D,-
Esportivo,PORSCHE,911,CARRERA 4 GTS,3.0-24V,Combustão,DCT-8,S,E,G,3,61,1,A,\,184,\,\,\,6.8,8.6,\,\,2.98,\,D,D,-
Esportivo,PORSCHE,911,GT3 RS,4.0-24V,Combustão,DCT-7,S,E,G,43,74,3,B,\,231,\,\,\,5.4,6.9,\,\,3.76,\,E,E,-
Esportivo,PORSCHE,PANAMERA,4SEHS,2.9-24V,Plug-in,A-8,S,E,G,4,66,1,A,\,61,0,\,\,7.5,8.1,17.6,18.8,1.12,35,A,A,SIM
Esportivo,PORSCHE,PANAMERA,4SEHY,2.9-24V,Plug-in,A-8,S,E,G,4,66,1,A,\,61,0,\,\,7.5,8.1,17.6,18.8,1.12,35,A,A,SIM
Esportivo,PORSCHE,PANAMERA,TSEHY,4.0-32V,Plug-in,DCT-8,S,E,G,3,80,1,A,\,81,0,\,\,6.6,7.2,14.8,16.6,1.30,30,A,B,SIM
Esportivo,PORSCHE,PANAMERA,4EHST,2.9-24V,Plug-in,DCT-8,S,E,G,5,74,1,A,\,63,0,\,\,7.3,7.9,17.2,18.5,1.14,35,A,A,SIM
Esportivo,PORSCHE,PANAMERA,4EHYB,2.9-24V,Plug-in,DCT-8,S,E,G,5,74,1,A,\,63,0,\,\,7.3,7.9,17.2,18.5,1.14,35,A,A,SIM
Esportivo,PORSCHE,TAYCAN,4S,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,23.0,22.7,0.89,241,A,A,-
Esportivo,PORSCHE,TAYCAN,TURBO,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,24.6,23.8,0.84,281,A,A,-
Esportivo,PORSCHE,TAYCAN,TURBO S,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,23.5,22.9,0.87,278,A,A,-
Esportivo,PORSCHE,TAYCAN,--,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,22.4,23.5,0.89,286,A,A,-
Esportivo,PORSCHE,TAYCAN,4CT,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,23.0,22.1,0.90,272,A,A,-
Esportivo,PORSCHE,TAYCAN,4GTS,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,26.4,24.9,0.79,318,A,A,-
Esportivo,PORSCHE,TAYCAN,4S CT,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,24.9,23.7,0.83,300,A,A,-